4,CPLEX Default,par = 1.5,par = 2.0,par = 5.0
../Dataset/ReducedLP/scpnrg1_reduced.lp,3600.030601,9658.063776,6722.998456,10203.029605
../Dataset/ReducedLP/scpnrg1_reduced.lp,3009.463389,6431.057236,6315.07891,5150.891118
../Dataset/ReducedLP/scpnrg2_reduced.lp,470.19886900000006,1406.829189,1349.732088,1430.5136730000004
../Dataset/ReducedLP/scpnrg2_reduced.lp,1772.566796,7250.831828,2960.537963,7532.6906709999985
../Dataset/ReducedLP/scpnrg2_reduced.lp,1425.28558,2312.082522,2839.638527,4215.828682
../Dataset/ReducedLP/scpnrg2_reduced.lp,1685.938766,2100.87317,4173.180359,5052.867107
../Dataset/ReducedLP/scpnrg2_reduced.lp,1049.087207,1117.758021,1523.059855,881.451572
../Dataset/ReducedLP/scpnrg2_reduced.lp,402.16193599999997,1625.096868,1199.739477,638.308537
../Dataset/ReducedLP/scpnrg2_reduced.lp,908.15437,2094.198312,913.388076,1236.9516230000004
../Dataset/ReducedLP/scpnrg2_reduced.lp,1428.5248390000006,2757.614091,2278.194517000001,5694.431109
../Dataset/ReducedLP/scpnrg2_reduced.lp,2250.333229,4209.969497,4583.329758,4663.640589
../Dataset/ReducedLP/scpnrg2_reduced.lp,669.567861,1433.228901,1410.985861,805.1671809999998
